time,generation,literals
25.70,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
25.80,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
25.90,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
26.00,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
26.10,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
26.20,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
26.30,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
26.40,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
26.50,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
26.60,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
26.70,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
26.80,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
26.90,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
27.00,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
27.10,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
27.20,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
27.30,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
27.40,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
27.50,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
27.60,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
27.70,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
27.80,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
27.90,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
28.00,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
28.10,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
28.20,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
28.30,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
28.40,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
28.50,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
28.60,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
28.70,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
28.80,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
28.90,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
29.00,1,[1, 12, 13, 3, 5, 16, 6, 7, 8, 9, 10]
30.50,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
30.60,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
30.70,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
30.80,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
30.90,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
31.00,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
31.10,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
31.20,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
31.30,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
31.40,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
31.50,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
31.60,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
31.70,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
31.80,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
31.90,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
32.00,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
32.10,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
32.20,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
32.30,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
32.40,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
32.50,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
32.60,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
32.70,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
32.80,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
32.90,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
33.00,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
33.10,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
33.20,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
33.30,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
33.40,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
33.50,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
33.60,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
33.70,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
33.80,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
33.90,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
34.00,3,[12, 1, 13, 3, 16, 5, 6, 7, 8, 9]
